date,ticker,label,category,icc,coverage_weight,n_holdings_total,n_holdings_matched,method,holding_source,status,source_file,n_holdings,n_matched
2026-05-05,VOO,Vanguard S&P 500 ETF,Large Blend,0.0820784662179544,0.8197618402432783,,,ICC calculation,stockanalysis_full_holdings,ok_full_holdings,data/derived/etf/202605/etf_icc_2026_05_05.csv,25.0,20.0
2026-05-05,VTI,Vanguard Total Stock Market ETF,Total Market,0.0765767235462857,0.8787954507594689,,,ICC calculation,stockanalysis_full_holdings,ok_full_holdings,data/derived/etf/202605/etf_icc_2026_05_05.csv,25.0,21.0
2026-05-05,VTV,Vanguard Value ETF,Large Value,0.0850081895331078,0.9514090451166716,,,ICC calculation,stockanalysis_full_holdings,ok_full_holdings,data/derived/etf/202605/etf_icc_2026_05_05.csv,25.0,23.0
2026-05-05,VUG,Vanguard Growth ETF,Large Growth,0.0606866611392535,0.8029684798106967,,,ICC calculation,stockanalysis_full_holdings,ok_full_holdings,data/derived/etf/202605/etf_icc_2026_05_05.csv,25.0,21.0
2026-05-05,XBI,SPDR S&P Biotech ETF,Industry,0.0923808458329625,0.2492878845388669,,,Unavailable,spdr_full_holdings,insufficient_matching_holdings,data/derived/etf/202605/etf_icc_2026_05_05.csv,145.0,29.0
2026-05-05,XLB,Materials Select Sector SPDR Fund,Sector,,0.0,,,Unavailable,spdr_full_holdings,insufficient_matching_holdings,data/derived/etf/202605/etf_icc_2026_05_05.csv,29.0,0.0
2026-05-05,XLC,Communication Services Select Sector SPDR Fund,Sector,0.0784351972181831,0.2485145995016795,,,Unavailable,spdr_full_holdings,insufficient_matching_holdings,data/derived/etf/202605/etf_icc_2026_05_05.csv,24.0,14.0
2026-05-05,XLE,Energy Select Sector SPDR Fund,Sector,0.0689841283043895,0.9992753998477374,,,ICC calculation,spdr_full_holdings,ok_full_holdings,data/derived/etf/202605/etf_icc_2026_05_05.csv,23.0,22.0
2026-05-05,XLF,Financial Select Sector SPDR Fund,Sector,0.0961070728612757,0.9253812372767918,,,ICC calculation,spdr_full_holdings,ok_full_holdings,data/derived/etf/202605/etf_icc_2026_05_05.csv,77.0,70.0
2026-05-05,XLI,Industrial Select Sector SPDR Fund,Sector,0.0715938059706585,0.9044212924711732,,,ICC calculation,spdr_full_holdings,ok_full_holdings,data/derived/etf/202605/etf_icc_2026_05_05.csv,80.0,73.0
2026-05-05,XLK,Technology Select Sector SPDR Fund,Sector,0.0735298602282734,0.6812357033264868,,,Partial holdings estimate,spdr_full_holdings,ok_partial_holdings,data/derived/etf/202605/etf_icc_2026_05_05.csv,74.0,52.0
2026-05-05,XLP,Consumer Staples Select Sector SPDR Fund,Sector,0.0823761832654885,0.9893836519691752,,,ICC calculation,spdr_full_holdings,ok_full_holdings,data/derived/etf/202605/etf_icc_2026_05_05.csv,37.0,34.0
2026-05-05,XLRE,Real Estate Select Sector SPDR Fund,Sector,0.0430273017918122,0.8561667765507623,,,ICC calculation,spdr_full_holdings,ok_full_holdings,data/derived/etf/202605/etf_icc_2026_05_05.csv,32.0,29.0
2026-05-05,XLU,Utilities Select Sector SPDR Fund,Sector,0.0812500900305579,0.9935060460558608,,,ICC calculation,spdr_full_holdings,ok_full_holdings,data/derived/etf/202605/etf_icc_2026_05_05.csv,31.0,30.0
2026-05-05,XLV,Health Care Select Sector SPDR Fund,Sector,0.08256522613655,0.88138393035942,,,ICC calculation,spdr_full_holdings,ok_full_holdings,data/derived/etf/202605/etf_icc_2026_05_05.csv,59.0,52.0
2026-05-05,XLY,Consumer Discretionary Select Sector SPDR Fund,Sector,0.0870940042569113,0.9302383932219978,,,ICC calculation,spdr_full_holdings,ok_full_holdings,data/derived/etf/202605/etf_icc_2026_05_05.csv,49.0,40.0
